,name,price,km,fuel_type,location
257,2019 Hyundai Santro Magna [2018-2020],"₹5,20,000","54,379 KMs",Petrol,Pune
258,2018 Nissan Sunny XV CVT,"₹5,95,000","56,000 KMs",Petrol,Delhi
259,2015 Hyundai i20 Active 1.2 S,"₹5,80,000","78,270 KMs",Petrol,Pune
260,2017 Audi A3 Cabriolet 40 TFSI,"₹38,50,000","11,133 KMs",Petrol,Delhi
261,2016 Maruti Suzuki Ciaz ZDi+ SHVS,"₹6,00,000","85,000 KMs",Diesel,Delhi
262,2018 BMW 3 Series 320d Prestige,"₹30,00,000","29,531 KMs",Diesel,Chennai
263,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
264,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
265,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
266,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
267,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
268,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
269,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
270,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
271,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
272,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
273,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
274,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
275,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
276,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
277,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
278,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
279,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
280,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
281,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
282,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
283,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
284,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
285,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
286,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
287,2014 Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],"₹4,50,000","49,398 KMs",Petrol,Pune
288,2015 Maruti Suzuki Celerio ZXi AMT [2019-2020],"₹4,30,000","47,829 KMs",Petrol,Mumbai
289,2011 Volkswagen Polo Trendline 1.2L (P),"₹1,99,000","69,000 KMs",Petrol,Lucknow
290,2020 Maruti Suzuki Baleno Alpha Automatic,"₹8,55,000","49,202 KMs",Petrol,Hyderabad
291,2018 Land Rover Range Rover Sport SDV6 HSE,"₹90,00,000","18,500 KMs",Diesel,Delhi
292,2022 BMW X7 xDrive40i M Sport,"₹1,32,00,000","9,000 KMs",Petrol,Delhi
293,2020 Maruti Suzuki Baleno Zeta 1.2,"₹7,25,000","33,000 KMs",Petrol,Mumbai
294,2015 Hyundai Elite i20 Sportz 1.2,"₹5,25,000","58,000 KMs",Petrol,Pune
295,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
296,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
297,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
298,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
299,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
300,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
301,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
302,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
303,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
304,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
305,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
306,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
307,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
308,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
309,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
310,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
311,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
312,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
313,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
314,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
315,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
316,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
317,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
318,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
319,2012 Skoda Fabia Active 1.2 TDI,"₹1,55,000","46,965 KMs",Diesel,Ranchi
320,2018 Honda Jazz V CVT Petrol,"₹7,75,000","16,126 KMs",Petrol,Mumbai
321,2021 Kia Sonet HTK 1.5 [2020-2021],"₹11,00,000","15,873 KMs",Diesel,Hyderabad
322,2018 Audi A3 35 TFSI Premium Plus,"₹22,75,000","24,500 KMs",Petrol,Bangalore
323,2016 Toyota Innova 2.5 G BS IV 7 STR,"₹10,75,000","1,38,000 KMs",Diesel,Mumbai
324,2020 Kia Seltos HTX 1.5 [2020-2021],"₹13,99,999","39,419 KMs",Petrol,Kolkata
325,2022 Porsche Macan R4,"₹98,00,000","3,000 KMs",Petrol,Pune
326,2014 Toyota Etios G,"₹4,40,000","90,000 KMs",Petrol,Dak. Kannada
327,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
328,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
329,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
330,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
331,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
332,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
333,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
334,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
335,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
336,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
337,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
338,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
339,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
340,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
341,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
342,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
343,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
344,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
345,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
346,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
347,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
348,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
349,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
350,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
351,2016 Mercedes-Benz E-Class E 250 CDI Avantgarde,"₹24,50,000","69,183 KMs",Diesel,Chennai
352,2017 Audi A4 35 TDI Premium Plus,"₹27,50,000","47,000 KMs",Diesel,Mumbai
353,2018 BMW 7 Series 730Ld M Sport,"₹78,00,000","27,000 KMs",Diesel,Pune
354,2009 Honda City 1.5 E MT,"₹2,95,000","1,28,222 KMs",Petrol,Chennai
355,2013 Land Rover Range Rover 4.4 SDV8 Vogue SE,"₹35,00,000","1,00,000 KMs",Diesel,Chennai
356,2016 Renault Kwid RXT [2015-2019],"₹3,45,000","28,000 KMs",Petrol,Delhi
357,2018 Maruti Suzuki Celerio VXi (O) CNG [2017-2019],"₹5,60,000","40,200 KMs",CNG,Thane
358,2019 Hyundai Elite i20 Magna Executive 1.2,"₹7,65,000","18,000 KMs",Petrol,Bangalore
359,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
360,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
361,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
362,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
363,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
364,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
365,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
366,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
367,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
368,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
369,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
370,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
371,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
372,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
373,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
374,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
375,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
376,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
377,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
378,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
379,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
380,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
381,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
382,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
383,2016 Mahindra Scorpio S10,"₹10,25,000","62,114 KMs",Diesel,Ranchi
384,2013 Hyundai i20 Sportz 1.2 IVT,"₹4,45,000","1,30,848 KMs",Petrol,Nashik
385,2019 MG Hector Sharp 1.5 DCT Petrol [2019-2020],"₹14,99,999","33,349 KMs",Petrol,Kolkata
386,2019 Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,"₹86,00,000","37,913 KMs",Petrol,Delhi
387,2019 Mahindra Scorpio 2021 S3 2WD 7 STR,"₹11,20,000","23,000 KMs",Diesel,Hyderabad
388,2017 Jaguar XE Prestige,"₹24,75,000","42,089 KMs",Petrol,Mumbai
389,2019 Mercedes-Benz GLS 350 d,"₹78,75,000","60,000 KMs",Diesel,Delhi
390,2017 Skoda Kodiaq Style 2.0 TDI 4x4 AT,"₹25,00,000","1,30,000 KMs",Diesel,Ahmedabad
391,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
392,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
393,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
394,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
395,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
396,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
397,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
398,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
399,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
400,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
401,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
402,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
403,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
404,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
405,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
406,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
407,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
408,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
409,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
410,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
411,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
412,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
413,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
414,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
415,2021 Hyundai i20 Sportz 1.0 Turbo IMT,"₹9,00,000","12,349 KMs",Petrol,Nagpur
416,2016 Honda Jazz VX Petrol,"₹5,85,000","33,245 KMs",Petrol,Chennai
417,2003 Toyota Qualis FS F7,"₹1,99,000","1,74,251 KMs",Diesel,Pune
418,2014 Renault Duster 85 PS RxL Diesel,"₹4,50,000","88,000 KMs",Diesel,Lucknow
419,2017 Audi Q7 45 TDI Technology Pack,"₹55,00,000","22,000 KMs",Diesel,Gurgaon
420,2013 BMW X3 xDrive20d,"₹13,49,999",65 KMs,Diesel,Ahmedabad
421,2008 Skoda Laura Ambiente 1.9 PD,"₹3,25,000","1,26,000 KMs",Diesel,Coimbatore
422,2017 Mercedes-Benz G-Class G 63 AMG,"₹1,59,75,000","45,000 KMs",Petrol,Gurgaon
423,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
424,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
425,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
426,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
427,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
428,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
429,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
430,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
431,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
432,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
433,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
434,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
435,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
436,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
437,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
438,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
439,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
440,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
441,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
442,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
443,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
444,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
445,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
446,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
447,2014 Honda Brio VX MT,"₹4,05,000","57,500 KMs",Petrol,Ahmedabad
448,2014 Maruti Suzuki Alto 800 Lxi,"₹2,65,000","42,458 KMs",Petrol,Bhopal
449,2020 Hyundai i20 Asta (O) 1.2 MT,"₹9,25,000","30,000 KMs",Petrol,Patna
450,2013 Audi A6 2.0 TDI Premium,"₹16,50,000","79,200 KMs",Diesel,Nashik
451,2016 Honda Amaze 1.2 S i-VTEC,"₹4,25,000","42,000 KMs",Petrol,Muzaffarnagar
452,2020 Maruti Suzuki Dzire VXi,"₹6,25,000","84,649 KMs",Petrol,Ranchi
453,2014 Hyundai Verna Fluidic 1.6 CRDi SX Opt,"₹5,25,000","64,000 KMs",Diesel,Ahmedabad
454,2013 Maruti Suzuki Alto LXi BS-III,"₹1,90,000","53,000 KMs",Petrol,Faridabad
455,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
456,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
457,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
458,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
459,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
460,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
461,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
462,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
463,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
464,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
465,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
466,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
467,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
468,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
469,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
470,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
471,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
472,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
473,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
474,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
475,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
476,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
477,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
478,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
479,2018 Tata Tiago Revotron XZA,"₹5,25,000","52,664 KMs",Petrol,Chennai
480,2019 Honda City VX CVT,"₹11,35,000","45,648 KMs",Petrol,Gurgaon
481,2019 Maruti Suzuki Dzire ZXi Plus AMT,"₹8,35,000","19,641 KMs",Petrol,Mumbai
482,2016 Honda Jazz VX Petrol,"₹5,85,000","33,245 KMs",Petrol,Chennai
483,2016 Hyundai Verna 1.4 VTVT,"₹6,75,000","79,000 KMs",Petrol,Hyderabad
484,2017 BMW 5 Series 520d Sport Line,"₹39,39,000","55,000 KMs",Diesel,Mumbai
485,2017 Maruti Suzuki Ciaz Alpha 1.3 Hybrid,"₹7,20,000","20,714 KMs",Diesel,Patna
486,2014 Nissan Sunny XL,"₹3,75,000","56,000 KMs",Petrol,Thane
487,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
488,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
489,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
490,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
491,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
492,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
493,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
494,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
495,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
496,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
497,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
498,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
499,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
500,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
501,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
502,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
503,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
504,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
505,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
506,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
507,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
508,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
509,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
510,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
511,2013 Audi A6 2.0 TDI Premium,"₹13,99,991","53,055 KMs",Diesel,Kolkata
512,2015 Maruti Suzuki Swift Dzire LXI (O),"₹4,24,000","69,304 KMs",Petrol,Noida
513,2017 Tata Tigor Revotron XZ,"₹4,75,000","63,419 KMs",Petrol,Delhi
514,2018 Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],"₹4,95,000","36,502 KMs",Petrol,Pune
515,2019 Hyundai Santro Magna [2018-2020],"₹5,15,000","33,712 KMs",Petrol,Bangalore
